Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;2;0;1;0;0;0;1;1;Y;10;
Falco;4;2;1;1;1;0;0;1;1;N;7;
Aquila;4;8;0;0;0;1;1;1;1;Y;13;
Gheppio;4;7;0;1;0;1;1;0;1;Y;9;
Condor;4;0;0;0;1;1;1;0;1;Y;12;
Gufo;4;2;1;0;1;1;0;0;1;Y;12;
Sparviere;4;3;0;1;1;1;1;0;1;N;0;
Civetta;4;8;1;1;0;1;0;0;1;N;-1;
Colomba;4;0;1;1;1;0;1;0;1;Y;11;
