Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;1;1;1;1;1;1;0;1;0;N;-1;
Falco;4;7;0;1;0;1;1;1;1;1;Y;18;
Aquila;4;3;0;1;1;0;0;1;1;1;N;7;
Gheppio;4;0;0;0;0;1;0;0;0;1;Y;19;
Condor;4;7;0;1;0;0;0;0;1;1;Y;11;
Gufo;4;6;0;1;0;1;1;0;1;1;Y;15;
Sparviere;4;2;1;1;0;1;1;1;1;1;N;-1;
Civetta;4;5;1;0;0;0;1;0;0;0;N;8;
Colomba;4;8;1;0;0;0;1;0;0;1;Y;10;
