Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;7;0;0;1;1;0;Y;13;
Falco;4;5;0;0;1;1;1;Y;9;
Aquila;4;1;1;0;0;1;0;Y;9;
Gheppio;4;0;1;1;1;1;1;N;-1;
Condor;4;4;0;1;1;1;1;N;7;
Gufo;4;7;0;1;1;1;0;Y;15;
Sparviere;4;6;0;1;1;1;0;Y;15;
Civetta;4;6;1;1;1;1;1;N;-1;
Colomba;4;7;0;0;1;1;1;N;8;
