Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;0;0;0;1;0;0;0;Y;17;
Falco;4;1;0;0;1;1;1;1;Y;9;
Aquila;4;6;0;1;1;0;1;1;Y;9;
Gheppio;4;8;1;0;0;0;0;1;Y;9;
Condor;4;3;1;0;1;0;0;1;N;7;
Gufo;4;8;1;0;0;1;1;0;N;7;
Sparviere;4;4;0;1;0;0;1;1;Y;10;
Civetta;4;4;1;1;1;1;1;1;N;-1;
Colomba;4;6;0;1;0;1;1;1;Y;10;
