Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;0;1;1;1;1;1;N;5;
Falco;4;0;1;1;0;1;1;N;6;
Aquila;4;2;0;1;1;1;1;N;3;
Gheppio;4;1;0;0;0;1;1;Y;9;
Condor;4;1;0;1;1;1;1;Y;10;
Gufo;4;3;0;1;1;1;1;Y;10;
Sparviere;4;7;1;1;1;1;1;Y;9;
Civetta;4;0;0;1;1;0;0;Y;13;
Colomba;4;3;1;0;0;0;1;Y;12;
