Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;1;0;1;1;1;1;Y;12;
Falco;4;0;0;1;1;1;0;1;Y;9;
Aquila;4;8;1;1;1;1;1;1;N;7;
Gheppio;4;1;0;0;1;1;1;1;Y;10;
Condor;4;7;0;1;1;1;1;1;N;8;
Gufo;4;1;1;0;1;1;0;1;Y;13;
Sparviere;4;3;1;0;1;1;1;1;Y;12;
Civetta;4;5;1;0;1;0;1;0;Y;11;
Colomba;4;0;1;0;1;1;0;0;Y;11;
