Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;7;1;1;1;1;1;1;N;7;
Falco;4;3;0;1;0;1;0;1;N;8;
Aquila;4;3;1;0;1;1;0;1;N;2;
Gheppio;4;0;1;0;1;0;0;0;Y;12;
Condor;4;7;0;1;1;1;0;1;Y;9;
Gufo;4;3;0;1;1;1;1;1;N;8;
Sparviere;4;3;0;1;0;1;1;1;Y;10;
Civetta;4;3;1;0;0;1;1;1;Y;9;
Colomba;4;4;0;1;0;1;1;1;Y;10;
