Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;R9;Win;FinalScore;
Corvo;4;3;0;1;1;1;1;1;1;1;1;N;0;
Falco;4;6;0;0;0;1;0;1;1;1;1;Y;14;
Aquila;4;8;0;0;0;1;0;1;1;1;1;Y;22;
Gheppio;4;1;0;0;0;1;1;1;1;1;1;Y;18;
Condor;4;6;1;0;0;0;1;1;1;1;1;Y;17;
Gufo;4;1;1;0;0;0;1;1;1;0;1;Y;10;
Sparviere;4;2;1;1;1;1;1;0;1;1;1;N;6;
Civetta;4;5;0;0;1;1;1;1;1;1;1;N;-1;
Colomba;4;2;0;1;1;1;0;1;0;1;1;Y;9;
