Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;5;0;1;1;1;1;1;N;8;
Falco;4;1;0;0;1;1;1;1;Y;10;
Aquila;4;3;0;1;0;0;1;1;N;4;
Gheppio;4;4;0;1;0;0;1;1;Y;11;
Condor;4;5;0;1;1;1;1;1;Y;9;
Gufo;4;2;0;1;1;1;0;1;Y;10;
Sparviere;4;1;0;1;0;0;1;0;N;5;
Civetta;4;0;1;0;0;1;1;0;Y;11;
Colomba;4;8;1;0;1;1;1;1;N;8;
