Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;6;0;1;1;Y;10;
Falco;4;6;0;0;1;Y;11;
Aquila;4;7;1;0;1;N;6;
Gheppio;4;4;1;0;1;Y;10;
Condor;4;3;1;1;1;Y;9;
Gufo;4;6;1;1;1;N;5;
Sparviere;4;3;1;1;1;N;-1;
Civetta;4;2;1;0;1;N;6;
Colomba;4;8;0;1;1;Y;10;
