Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;1;0;1;1;1;1;1;Y;12;
Falco;4;7;0;0;1;0;1;1;Y;12;
Aquila;4;3;1;0;1;0;1;1;Y;10;
Gheppio;4;8;1;0;0;0;1;1;N;8;
Condor;4;3;0;1;1;1;1;1;Y;12;
Gufo;4;7;1;0;0;0;1;1;N;8;
Sparviere;4;8;0;0;1;1;1;1;Y;10;
Civetta;4;3;0;0;0;0;1;1;Y;10;
Colomba;4;1;0;1;1;1;1;1;Y;9;
