Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;5;0;0;0;1;1;Y;9;
Falco;4;1;0;1;0;0;1;Y;9;
Aquila;4;1;0;0;1;1;1;Y;11;
Gheppio;4;8;1;0;0;1;1;N;8;
Condor;4;7;1;0;0;1;1;N;4;
Gufo;4;8;0;1;0;0;1;Y;9;
Sparviere;4;1;1;0;0;1;1;Y;11;
Civetta;4;6;1;1;1;1;1;N;-1;
Colomba;4;0;1;0;0;1;1;N;4;
