Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;7;1;1;1;1;1;0;1;N;-1;
Falco;4;0;0;0;0;0;1;0;1;Y;9;
Aquila;4;0;0;0;0;1;0;0;0;Y;17;
Gheppio;4;4;0;1;1;0;0;0;0;N;2;
Condor;4;5;0;1;0;1;1;1;1;Y;12;
Gufo;4;6;1;0;0;0;0;1;0;N;2;
Sparviere;4;7;1;0;0;0;0;1;1;Y;11;
Civetta;4;8;0;0;0;1;1;0;1;N;7;
Colomba;4;0;0;0;0;1;1;1;1;Y;11;
