Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;8;1;1;0;Y;10;
Falco;4;7;1;1;0;Y;10;
Aquila;4;4;1;0;1;Y;10;
Gheppio;4;1;1;1;1;N;5;
Condor;4;3;1;1;1;N;5;
Gufo;4;2;1;1;1;Y;9;
Sparviere;4;1;1;1;1;Y;9;
Civetta;4;4;1;1;1;N;5;
Colomba;4;4;1;1;1;Y;9;
