Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;2;0;1;0;1;1;N;8;
Falco;4;7;0;1;1;1;1;Y;14;
Aquila;4;6;1;1;1;1;1;N;5;
Gheppio;4;8;0;1;1;0;1;Y;11;
Condor;4;6;0;1;1;1;1;N;7;
Gufo;4;3;0;1;1;0;1;N;8;
Sparviere;4;4;1;0;1;1;1;Y;10;
Civetta;4;4;1;0;1;1;1;Y;10;
Colomba;4;4;0;0;1;1;1;Y;11;
