Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;4;0;1;1;1;1;1;1;1;Y;16;
Falco;4;3;0;1;0;0;0;1;0;1;Y;17;
Aquila;4;7;1;1;1;1;0;1;1;1;N;-1;
Gheppio;4;0;1;0;0;0;0;1;0;0;Y;22;
Condor;4;4;1;0;1;1;1;1;1;1;Y;16;
Gufo;4;1;1;0;1;1;0;1;1;1;Y;10;
Sparviere;4;2;1;1;1;0;0;1;1;1;Y;10;
Civetta;4;1;1;1;1;0;1;1;1;1;N;-1;
Colomba;4;1;0;1;1;1;1;1;1;1;N;4;
