Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;6;0;1;1;1;1;1;1;1;N;8;
Falco;4;0;0;1;0;1;0;0;1;1;Y;20;
Aquila;4;3;1;0;1;1;1;0;1;1;Y;10;
Gheppio;4;5;0;0;1;1;0;1;1;1;N;4;
Condor;4;3;0;1;1;1;0;1;1;1;Y;11;
Gufo;4;5;0;0;1;0;1;1;1;1;Y;15;
Sparviere;4;1;0;0;1;0;0;1;1;1;Y;9;
Civetta;4;3;1;0;1;1;0;1;1;1;N;-1;
Colomba;4;6;1;0;0;1;1;1;1;0;N;7;
