Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;0;0;0;1;0;0;1;Y;16;
Falco;4;0;1;0;1;1;0;1;N;6;
Aquila;4;5;0;1;1;1;1;1;Y;13;
Gheppio;4;8;0;1;1;1;0;1;N;6;
Condor;4;1;0;0;0;1;1;0;Y;10;
Gufo;4;3;0;1;1;1;0;1;Y;13;
Sparviere;4;1;1;1;0;0;1;1;N;6;
Civetta;4;7;1;1;1;1;1;1;N;3;
Colomba;4;1;0;1;0;1;1;1;Y;10;
