Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;3;0;1;1;1;Y;12;
Falco;4;7;1;0;1;0;Y;13;
Aquila;4;4;1;1;1;0;N;8;
Gheppio;4;0;0;1;1;1;N;8;
Condor;4;0;1;1;0;0;N;-1;
Gufo;4;7;1;0;1;1;Y;12;
Sparviere;4;7;1;0;1;0;Y;9;
Civetta;4;8;1;1;1;1;N;-1;
Colomba;4;6;0;1;0;1;Y;9;
