Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;0;0;0;1;1;1;1;Y;13;
Falco;4;3;1;0;0;1;1;1;1;N;8;
Aquila;4;1;0;1;0;1;0;1;1;Y;9;
Gheppio;4;2;1;0;1;1;0;0;1;N;5;
Condor;4;7;0;1;1;0;1;1;1;N;3;
Gufo;4;8;1;0;0;1;0;1;1;N;8;
Sparviere;4;0;0;0;0;0;0;0;0;Y;24;
Civetta;4;6;1;0;1;1;0;0;1;Y;9;
Colomba;4;2;1;0;0;0;1;1;1;Y;9;
