Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;7;1;0;0;0;1;1;1;Y;10;
Falco;4;8;1;0;0;0;1;0;0;Y;12;
Aquila;4;8;0;0;0;0;1;1;1;Y;15;
Gheppio;4;5;1;0;0;0;1;1;0;N;4;
Condor;4;3;0;0;1;1;0;1;0;N;3;
Gufo;4;8;0;0;1;0;1;0;1;Y;10;
Sparviere;4;5;1;0;0;1;1;0;1;Y;9;
Civetta;4;1;1;0;0;1;0;1;1;Y;9;
Colomba;4;6;0;0;0;1;1;1;1;Y;9;
