Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;3;0;1;1;1;1;1;Y;9;
Falco;4;3;0;1;1;0;0;1;Y;10;
Aquila;4;7;0;0;1;1;0;1;Y;15;
Gheppio;4;8;1;0;0;0;1;0;N;8;
Condor;4;4;0;0;0;1;0;1;Y;9;
Gufo;4;2;0;1;0;1;1;1;Y;11;
Sparviere;4;3;0;0;1;0;1;1;Y;10;
Civetta;4;4;1;1;1;1;1;0;N;8;
Colomba;4;4;1;0;0;1;1;1;N;-1;
