Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;7;1;0;1;0;0;1;Y;10;
Falco;4;2;0;0;0;1;1;1;N;7;
Aquila;4;2;0;0;1;1;1;1;Y;9;
Gheppio;4;7;0;1;0;0;1;1;Y;11;
Condor;4;7;0;1;0;0;1;0;N;5;
Gufo;4;8;0;0;1;1;1;1;Y;10;
Sparviere;4;3;1;1;1;0;1;1;N;-1;
Civetta;4;0;1;0;0;1;1;0;N;7;
Colomba;4;8;0;1;0;0;1;1;Y;14;
