Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;4;1;0;1;1;1;N;-1;
Falco;4;1;1;0;0;1;1;N;8;
Aquila;4;0;0;1;0;1;0;Y;16;
Gheppio;4;5;0;1;1;1;1;Y;10;
Condor;4;1;0;1;1;1;1;Y;10;
Gufo;4;2;0;1;1;1;0;Y;11;
Sparviere;4;6;1;0;1;1;1;N;-1;
Civetta;4;8;0;1;0;1;1;Y;11;
Colomba;4;8;1;1;1;1;1;N;5;
