Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;3;1;0;1;0;Y;9;
Falco;4;1;0;0;0;1;Y;14;
Aquila;4;6;0;1;1;0;Y;13;
Gheppio;4;7;0;1;1;1;Y;12;
Condor;4;3;0;1;1;1;Y;12;
Gufo;4;5;0;1;1;1;N;8;
Sparviere;4;4;1;1;1;1;N;-1;
Civetta;4;6;0;1;0;1;Y;9;
Colomba;4;5;1;0;1;1;N;8;
