Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;3;0;1;1;1;1;Y;10;
Falco;4;8;0;1;1;1;0;N;1;
Aquila;4;3;1;1;1;0;1;Y;10;
Gheppio;4;5;1;1;1;1;0;N;3;
Condor;4;0;0;1;0;0;1;Y;13;
Gufo;4;2;1;1;1;1;1;Y;9;
Sparviere;4;1;0;1;0;1;1;Y;12;
Civetta;4;0;1;0;1;0;0;Y;9;
Colomba;4;7;1;1;1;0;1;N;6;
