Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;7;0;1;1;1;Y;12;
Falco;4;0;1;0;1;1;N;8;
Aquila;4;5;1;1;1;1;N;7;
Gheppio;4;1;0;0;0;1;Y;10;
Condor;4;5;1;1;1;0;N;8;
Gufo;4;3;0;1;1;1;Y;12;
Sparviere;4;6;1;1;1;1;N;-1;
Civetta;4;1;0;1;1;1;Y;12;
Colomba;4;8;0;1;0;1;Y;9;
