Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;1;1;0;0;1;1;1;1;N;0;
Falco;4;3;1;1;1;1;1;1;1;N;-1;
Aquila;4;6;1;0;0;0;1;1;1;Y;9;
Gheppio;4;1;1;1;1;0;1;1;1;N;3;
Condor;4;0;0;0;0;0;0;0;1;Y;17;
Gufo;4;2;1;0;0;0;1;1;1;Y;14;
Sparviere;4;8;0;0;1;1;1;1;1;N;4;
Civetta;4;5;0;0;1;1;0;0;1;Y;17;
Colomba;4;5;1;0;1;0;1;0;1;Y;13;
