Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;1;1;1;0;0;1;1;N;7;
Falco;4;5;1;1;0;0;1;1;0;Y;9;
Aquila;4;1;0;0;1;0;0;1;1;Y;10;
Gheppio;4;4;1;1;0;1;1;1;1;N;6;
Condor;4;8;1;0;0;1;0;0;1;N;6;
Gufo;4;3;1;0;1;0;0;1;1;Y;9;
Sparviere;4;7;1;1;0;0;1;1;1;Y;19;
Civetta;4;5;1;1;1;0;1;1;1;Y;10;
Colomba;4;5;1;1;1;0;0;0;1;N;6;
