Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;0;0;0;1;1;1;1;Y;9;
Falco;4;2;0;0;1;0;1;1;0;Y;10;
Aquila;4;1;1;0;1;1;0;1;1;N;8;
Gheppio;4;3;0;1;0;1;0;1;1;N;6;
Condor;4;7;1;0;0;1;0;0;1;Y;13;
Gufo;4;2;1;0;1;1;0;1;0;Y;12;
Sparviere;4;0;0;0;1;0;0;0;0;Y;16;
Civetta;4;7;1;1;0;1;1;1;1;N;6;
Colomba;4;7;0;1;1;0;1;1;1;N;3;
