Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;1;0;0;Y;14;
Falco;4;8;0;1;0;1;Y;9;
Aquila;4;6;1;0;1;0;Y;9;
Gheppio;4;4;0;0;1;1;Y;13;
Condor;4;1;0;1;1;1;Y;12;
Gufo;4;4;0;1;1;1;N;8;
Sparviere;4;8;1;1;1;1;N;-1;
Civetta;4;5;1;0;1;1;N;8;
Colomba;4;1;0;1;1;1;N;8;
