Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;8;1;0;0;0;1;1;1;Y;9;
Falco;4;7;0;1;1;0;0;1;1;Y;9;
Aquila;4;6;0;0;1;0;0;1;1;Y;11;
Gheppio;4;2;0;1;1;1;1;1;1;Y;10;
Condor;4;2;0;0;1;0;0;1;1;Y;11;
Gufo;4;6;1;0;0;0;1;1;1;Y;9;
Sparviere;4;5;1;0;1;1;1;1;1;Y;10;
Civetta;4;6;1;0;0;1;0;1;1;Y;9;
Colomba;4;1;0;0;1;1;1;1;1;Y;12;
