Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;0;1;1;1;1;1;Y;16;
Falco;4;4;0;1;1;1;1;1;N;8;
Aquila;4;7;1;0;1;1;1;1;N;8;
Gheppio;4;8;1;1;0;1;1;1;Y;12;
Condor;4;8;1;0;1;1;1;1;N;8;
Gufo;4;7;1;1;0;0;1;1;Y;10;
Sparviere;4;6;0;1;1;1;1;1;Y;16;
Civetta;4;5;0;1;0;1;1;1;Y;10;
Colomba;4;8;1;1;0;1;1;1;Y;9;
