Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;0;0;0;0;1;0;1;0;0;Y;18;
Falco;4;6;0;1;0;1;1;1;1;1;Y;9;
Aquila;4;4;1;0;0;0;1;0;1;1;Y;9;
Gheppio;4;4;0;0;1;1;0;1;1;1;N;7;
Condor;4;1;1;1;1;1;0;1;1;0;N;-1;
Gufo;4;4;1;0;0;1;1;0;1;1;Y;11;
Sparviere;4;8;1;0;0;1;0;1;1;1;Y;11;
Civetta;4;1;1;0;1;0;1;0;1;1;N;6;
Colomba;4;6;0;1;0;1;1;1;0;1;Y;10;
