Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;8;0;1;0;1;1;N;5;
Falco;4;3;0;0;1;1;1;Y;11;
Aquila;4;2;0;1;0;1;1;Y;11;
Gheppio;4;1;0;0;1;0;1;Y;10;
Condor;4;5;0;1;1;1;1;Y;10;
Gufo;4;5;1;0;0;0;1;N;6;
Sparviere;4;6;1;0;1;1;1;N;6;
Civetta;4;7;0;1;0;1;1;Y;15;
Colomba;4;5;0;0;0;1;1;N;3;
