Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;7;1;1;1;0;1;1;1;0;N;6;
Falco;4;4;1;0;1;1;0;1;1;1;Y;10;
Aquila;4;3;1;0;0;1;1;1;1;1;Y;10;
Gheppio;4;6;1;0;1;0;0;0;1;1;Y;12;
Condor;4;0;1;0;0;1;0;0;0;1;Y;15;
Gufo;4;6;1;1;0;1;0;1;1;1;N;6;
Sparviere;4;7;0;1;1;0;0;0;0;1;Y;10;
Civetta;4;2;1;0;0;1;1;1;1;1;Y;14;
Colomba;4;4;1;0;0;1;1;1;1;1;Y;14;
