Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;7;1;1;1;0;1;0;0;N;5;
Falco;4;3;0;1;0;1;1;1;0;Y;17;
Aquila;4;1;1;0;0;0;1;1;1;N;5;
Gheppio;4;3;0;1;0;1;0;1;1;N;7;
Condor;4;5;1;0;1;1;0;0;1;Y;10;
Gufo;4;2;1;1;1;1;0;0;0;N;6;
Sparviere;4;3;0;1;1;1;1;1;1;Y;10;
Civetta;4;4;0;1;0;1;1;1;1;Y;12;
Colomba;4;0;0;0;1;1;0;0;1;Y;14;
