Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;4;0;0;1;1;1;Y;9;
Falco;4;3;1;0;0;1;1;N;8;
Aquila;4;0;0;0;1;1;1;Y;9;
Gheppio;4;3;0;1;1;1;1;N;7;
Condor;4;6;0;1;1;1;1;Y;14;
Gufo;4;5;1;0;1;1;1;N;7;
Sparviere;4;0;0;0;0;1;1;Y;10;
Civetta;4;7;0;1;1;1;1;Y;11;
Colomba;4;5;0;0;1;1;1;Y;9;
