Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;8;1;0;1;0;1;1;Y;10;
Falco;4;1;0;1;0;0;1;1;N;8;
Aquila;4;5;0;1;1;0;1;1;Y;9;
Gheppio;4;0;0;0;0;0;1;1;Y;16;
Condor;4;2;1;0;1;1;1;1;N;8;
Gufo;4;1;0;1;1;0;1;1;N;6;
Sparviere;4;0;0;0;1;1;1;1;Y;10;
Civetta;4;2;1;0;1;0;1;1;Y;9;
Colomba;4;8;0;0;0;1;1;1;Y;14;
