Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;6;1;1;1;1;N;3;
Falco;4;3;0;0;1;1;Y;9;
Aquila;4;3;1;1;0;1;N;8;
Gheppio;4;0;0;0;1;1;Y;9;
Condor;4;2;0;1;1;0;N;5;
Gufo;4;1;0;0;1;1;Y;13;
Sparviere;4;6;1;0;0;1;Y;9;
Civetta;4;4;1;0;1;1;N;0;
Colomba;4;6;1;0;1;1;Y;12;
