Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;3;0;1;0;1;1;1;1;Y;15;
Falco;4;7;1;0;0;0;0;1;1;Y;14;
Aquila;4;2;1;0;0;0;1;0;1;Y;10;
Gheppio;4;4;1;1;1;1;1;0;1;N;-1;
Condor;4;7;1;0;1;1;1;1;1;N;0;
Gufo;4;5;1;1;1;1;1;1;1;N;-1;
Sparviere;4;5;0;0;1;1;1;1;1;Y;19;
Civetta;4;1;1;0;1;0;1;1;1;Y;11;
Colomba;4;1;0;0;1;1;1;1;1;N;8;
