Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;1;0;1;Y;10;
Falco;4;3;1;0;0;1;Y;13;
Aquila;4;8;0;1;1;1;N;5;
Gheppio;4;2;1;1;0;1;N;8;
Condor;4;4;0;1;0;1;Y;10;
Gufo;4;0;1;1;1;1;N;3;
Sparviere;4;6;0;1;1;1;N;5;
Civetta;4;4;0;1;0;1;Y;10;
Colomba;4;2;0;1;0;1;Y;10;
