Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;5;1;0;0;0;0;0;1;1;Y;11;
Falco;4;7;0;1;1;1;1;1;0;0;N;4;
Aquila;4;4;1;0;1;0;0;1;0;1;Y;9;
Gheppio;4;8;1;1;1;0;0;0;1;1;Y;12;
Condor;4;5;1;0;0;0;0;1;0;0;N;2;
Gufo;4;5;0;0;0;0;1;1;1;0;N;7;
Sparviere;4;8;0;0;1;0;1;1;0;1;Y;10;
Civetta;4;7;1;0;0;0;0;1;0;1;N;7;
Colomba;4;2;0;1;0;1;1;0;1;1;Y;11;
