Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;8;0;0;1;0;1;1;1;0;Y;19;
Falco;4;1;1;0;0;0;0;1;1;1;N;6;
Aquila;4;0;0;0;0;0;1;0;0;1;Y;22;
Gheppio;4;1;1;0;0;0;1;0;1;1;Y;10;
Condor;4;5;1;1;1;1;1;0;1;0;N;-1;
Gufo;4;8;1;0;0;1;0;1;1;1;N;7;
Sparviere;4;1;0;0;1;0;0;1;0;1;Y;10;
Civetta;4;3;1;0;0;0;1;1;1;1;Y;11;
Colomba;4;1;0;0;1;1;1;1;1;1;N;6;
