Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;5;1;0;1;0;1;1;1;Y;11;
Falco;4;0;0;1;0;1;1;1;0;Y;20;
Aquila;4;4;0;1;0;1;0;0;1;N;7;
Gheppio;4;2;0;0;1;1;0;1;1;N;6;
Condor;4;1;0;1;1;1;1;1;1;Y;18;
Gufo;4;8;0;1;1;1;1;1;1;Y;10;
Sparviere;4;6;0;1;1;1;1;1;1;Y;10;
Civetta;4;0;1;0;0;1;0;1;1;Y;9;
Colomba;4;5;0;0;1;0;1;1;1;N;5;
