Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;0;0;0;0;0;1;1;Y;19;
Falco;4;3;0;0;0;1;1;1;N;7;
Aquila;4;5;0;0;1;1;1;1;Y;9;
Gheppio;4;2;1;0;0;1;1;1;N;6;
Condor;4;4;1;0;1;0;1;1;Y;9;
Gufo;4;7;0;1;0;1;0;1;Y;10;
Sparviere;4;4;0;1;1;1;1;1;N;0;
Civetta;4;4;1;1;1;0;1;1;N;-1;
Colomba;4;6;1;0;0;0;1;1;Y;11;
