Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;8;1;0;0;0;1;1;1;1;Y;11;
Falco;4;3;1;1;0;1;1;1;1;1;N;-1;
Aquila;4;4;0;1;0;1;1;1;1;1;N;6;
Gheppio;4;3;1;0;0;0;1;0;1;1;Y;12;
Condor;4;4;0;0;0;1;0;1;1;1;Y;10;
Gufo;4;5;0;0;1;0;1;1;1;1;N;7;
Sparviere;4;1;0;1;0;1;0;1;0;1;N;8;
Civetta;4;5;0;0;1;1;1;1;1;1;Y;9;
Colomba;4;2;0;0;0;1;1;0;0;1;Y;11;
