Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;4;1;0;0;1;0;0;N;6;
Falco;4;4;0;0;0;1;1;1;Y;11;
Aquila;4;0;1;0;0;0;0;1;Y;12;
Gheppio;4;5;0;0;1;1;1;1;Y;13;
Condor;4;3;1;0;1;0;0;1;N;7;
Gufo;4;1;1;1;0;1;1;1;Y;9;
Sparviere;4;3;0;0;0;1;0;1;N;6;
Civetta;4;0;1;0;0;0;1;1;N;3;
Colomba;4;5;0;1;0;0;1;1;Y;11;
