Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;4;1;1;0;1;1;Y;11;
Falco;4;6;0;1;0;1;1;N;4;
Aquila;4;5;0;0;1;0;1;Y;9;
Gheppio;4;5;1;1;0;1;0;N;8;
Condor;4;5;1;0;0;1;1;Y;11;
Gufo;4;2;0;1;0;0;1;Y;10;
Sparviere;4;5;0;1;1;1;1;Y;10;
Civetta;4;6;0;1;1;1;1;Y;10;
Colomba;4;3;1;1;1;1;0;Y;10;
