Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;3;1;0;1;N;2;
Falco;4;5;0;1;1;N;6;
Aquila;4;7;0;0;1;Y;11;
Gheppio;4;0;1;1;0;Y;10;
Condor;4;5;1;1;1;N;5;
Gufo;4;6;1;0;1;Y;10;
Sparviere;4;8;1;0;1;N;2;
Civetta;4;7;0;1;1;Y;10;
Colomba;4;4;0;1;1;Y;10;
