Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;2;1;1;1;0;0;0;N;7;
Falco;4;0;1;0;0;1;1;1;Y;17;
Aquila;4;5;1;1;0;0;1;1;Y;10;
Gheppio;4;4;0;1;0;1;1;1;Y;13;
Condor;4;4;0;0;1;1;1;1;Y;10;
Gufo;4;1;1;0;1;1;1;1;N;8;
Sparviere;4;1;0;1;1;0;0;1;N;8;
Civetta;4;0;1;1;0;1;1;1;N;-1;
Colomba;4;8;0;0;1;1;1;1;Y;10;
