Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;0;1;1;0;1;0;1;1;N;-1;
Falco;4;1;1;0;1;1;1;1;1;Y;10;
Aquila;4;3;0;0;1;1;1;1;1;Y;16;
Gheppio;4;6;0;1;1;1;1;1;1;Y;10;
Condor;4;6;0;1;0;1;1;1;1;Y;19;
Gufo;4;3;0;1;0;1;1;1;1;Y;9;
Sparviere;4;8;0;1;0;1;0;1;1;Y;10;
Civetta;4;6;1;0;1;1;1;1;1;Y;11;
Colomba;4;6;0;0;0;0;1;1;1;Y;12;
