Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;0;0;0;1;0;Y;11;
Falco;4;2;0;0;1;1;N;6;
Aquila;4;5;1;0;1;1;Y;9;
Gheppio;4;7;1;0;1;1;Y;9;
Condor;4;4;1;1;0;1;N;8;
Gufo;4;2;1;0;1;1;N;4;
Sparviere;4;8;0;0;1;1;Y;10;
Civetta;4;6;0;1;1;0;Y;9;
Colomba;4;5;0;0;0;1;Y;11;
