Player;Care;Trust;R1;R2;R3;R4;R5;R6;Win;FinalScore;
Corvo;4;6;0;1;0;1;1;1;Y;17;
Falco;4;4;0;1;1;1;1;1;Y;16;
Aquila;4;1;0;0;1;1;0;1;N;4;
Gheppio;4;0;0;0;0;1;0;0;Y;14;
Condor;4;0;0;1;1;1;1;0;Y;9;
Gufo;4;4;0;1;1;1;1;1;N;8;
Sparviere;4;1;1;0;0;1;1;1;Y;10;
Civetta;4;8;0;0;1;1;1;1;Y;14;
Colomba;4;1;1;1;1;1;1;1;N;-1;
