Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;3;1;0;1;1;Y;9;
Falco;4;5;0;0;1;0;Y;11;
Aquila;4;4;1;0;1;1;Y;12;
Gheppio;4;2;1;0;1;0;Y;10;
Condor;4;5;1;1;1;1;N;3;
Gufo;4;6;0;0;1;1;Y;10;
Sparviere;4;7;0;0;1;1;Y;10;
Civetta;4;5;1;1;1;1;N;7;
Colomba;4;5;1;0;1;1;Y;9;
