Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;5;0;1;0;1;Y;10;
Falco;4;8;0;1;1;0;N;6;
Aquila;4;3;1;0;0;1;Y;9;
Gheppio;4;4;0;1;1;1;N;8;
Condor;4;4;0;1;1;1;Y;9;
Gufo;4;5;0;0;1;1;Y;13;
Sparviere;4;3;0;1;1;1;Y;9;
Civetta;4;7;0;1;0;1;N;2;
Colomba;4;1;0;1;0;0;Y;11;
