Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;6;0;1;1;0;Y;10;
Falco;4;3;1;0;1;1;N;8;
Aquila;4;7;0;1;1;1;N;8;
Gheppio;4;2;1;0;1;1;N;0;
Condor;4;7;0;0;1;1;Y;10;
Gufo;4;3;0;1;1;0;N;5;
Sparviere;4;4;0;1;0;1;Y;9;
Civetta;4;7;0;1;1;1;Y;9;
Colomba;4;5;0;1;1;1;Y;12;
