Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;0;1;1;1;1;0;1;1;N;-1;
Falco;4;8;0;1;0;0;0;0;1;Y;9;
Aquila;4;0;0;1;1;1;0;1;1;N;-1;
Gheppio;4;1;0;0;1;0;1;1;1;Y;17;
Condor;4;2;0;1;1;1;1;1;1;Y;10;
Gufo;4;3;0;0;1;0;0;1;1;N;4;
Sparviere;4;0;0;0;0;1;1;1;0;Y;14;
Civetta;4;2;0;0;1;0;0;0;1;Y;19;
Colomba;4;7;0;0;1;0;1;0;1;N;6;
