Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;1;0;1;1;0;Y;10;
Falco;4;3;1;1;1;1;Y;11;
Aquila;4;2;1;1;1;1;N;3;
Gheppio;4;6;1;0;0;1;Y;10;
Condor;4;6;1;0;1;1;Y;9;
Gufo;4;5;1;1;1;1;N;7;
Sparviere;4;4;0;1;1;0;Y;10;
Civetta;4;8;0;1;1;1;Y;9;
Colomba;4;1;1;0;1;1;Y;9;
