Player;Care;Trust;R1;R2;R3;R4;R5;Win;FinalScore;
Corvo;4;6;0;0;1;1;1;Y;12;
Falco;4;6;1;1;0;1;1;Y;10;
Aquila;4;5;1;0;1;1;1;Y;14;
Gheppio;4;5;0;0;0;1;1;Y;10;
Condor;4;7;1;0;0;1;1;N;8;
Gufo;4;7;0;1;1;1;1;Y;10;
Sparviere;4;5;1;0;1;1;1;Y;10;
Civetta;4;1;0;0;1;1;1;N;8;
Colomba;4;5;0;0;0;1;1;Y;13;
