Player;Care;Trust;R1;R2;R3;R4;Win;FinalScore;
Corvo;4;3;1;0;1;0;Y;9;
Falco;4;1;0;1;1;1;Y;12;
Aquila;4;4;1;0;1;1;N;4;
Gheppio;4;2;1;1;1;1;N;3;
Condor;4;4;1;1;1;1;Y;11;
Gufo;4;0;1;1;1;0;N;-1;
Sparviere;4;5;0;1;1;1;N;8;
Civetta;4;0;1;0;1;0;Y;9;
Colomba;4;8;1;1;1;0;Y;12;
