Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;R8;Win;FinalScore;
Corvo;4;3;0;1;0;1;0;1;1;0;N;8;
Falco;4;8;0;1;0;1;0;1;0;1;Y;10;
Aquila;4;0;1;0;0;0;1;0;0;1;N;7;
Gheppio;4;2;1;1;1;1;1;0;1;1;N;-1;
Condor;4;8;0;0;0;1;1;1;1;1;Y;11;
Gufo;4;0;0;0;0;0;0;0;1;0;Y;20;
Sparviere;4;2;0;1;1;1;0;1;0;1;Y;10;
Civetta;4;1;1;0;0;1;0;0;0;1;N;0;
Colomba;4;0;0;0;1;1;0;0;0;1;Y;11;
