Player;Care;Trust;R1;R2;R3;R4;R5;R6;R7;Win;FinalScore;
Corvo;4;5;0;0;0;1;1;1;1;Y;14;
Falco;4;3;0;0;0;1;1;1;1;Y;20;
Aquila;4;2;1;0;0;1;0;0;1;Y;10;
Gheppio;4;0;0;0;1;1;1;1;1;N;8;
Condor;4;5;1;1;1;1;1;1;1;N;-1;
Gufo;4;2;0;0;1;1;1;1;1;Y;12;
Sparviere;4;7;1;0;0;0;1;1;0;N;7;
Civetta;4;5;0;0;1;1;1;1;1;Y;11;
Colomba;4;8;1;0;0;1;1;1;1;N;-1;
