Player;Care;Trust;R1;R2;R3;Win;FinalScore;
Corvo;4;8;1;1;1;N;5;
Falco;4;4;1;0;1;N;6;
Aquila;4;0;0;1;1;Y;10;
Gheppio;4;1;0;1;1;Y;10;
Condor;4;3;0;1;1;Y;10;
Gufo;4;8;1;1;1;N;-1;
Sparviere;4;8;0;1;1;Y;10;
Civetta;4;8;0;1;1;Y;10;
Colomba;4;6;0;1;1;N;6;
